h3_cell,risk_debiased,exposure,severity_score,peak_dow,blindspot_flag,lat,lon,poi_demand,police_station,is_treated,deterrence_effect,violation_count
8960145b0cfffff,0.0001362140870901,22,1.121212121212121,5,0,12.99563399408002,77.5798531227976,0.0,Sheshadripuram,0,0.0,31
8960145b0d3ffff,0.0043292474146169,1,1.0,1,1,12.991343518367428,77.58459523866844,0.0,High ground,0,0.0,3
8960145b0d7ffff,0.0005319059183435,6,2.0,2,0,12.990284593510909,77.58156863820217,0.0,High ground,0,0.0,4
8960145b0dbffff,1.2305253838934117e-05,225,1.2,5,0,12.994547769587818,77.58525082213704,0.0,High ground,1,-208.09583333333336,25
8960145b103ffff,1.5785392194355046e-06,2232,1.0077956989247312,6,0,12.986102812430351,77.55261939882277,0.0,Rajajinagar,1,-208.09583333333336,658
8960145b107ffff,2.95097587573925e-06,1144,1.1825017088174985,4,0,12.985043788967136,77.54959404904909,0.0,Magadi Road,1,-208.09583333333336,222
8960145b10bffff,6.179344350604366e-06,469,1.021641791044776,2,0,12.989306573982471,77.5532744027143,0.0,Rajajinagar,0,0.0,458
8960145b10fffff,8.219815037114003e-07,3784,1.460883082669952,1,0,12.988247504861445,77.55024899689585,0.0,Vijayanagara,1,-208.09583333333336,493
8960145b113ffff,1.0126798636842124e-06,3168,1.0149038461538462,5,0,12.983958034076954,77.5549898310549,0.0,Rajajinagar,1,-208.09583333333336,398
8960145b11bffff,1.5146936262566553e-06,2100,1.015,5,0,12.987161835267756,77.55564487253253,0.0,Rajajinagar,1,-208.09583333333336,393
8960145b123ffff,0.0001753590027119,20,1.0,0,0,12.986129364753625,77.54419855710535,0.0,Vijayanagara,0,0.0,15
8960145b127ffff,0.002636269262548,1,1.0,1,0,12.985070293789445,77.5411735231518,0.0,Vijayanagara,0,0.0,1
8960145b12bffff,0.0006714236539632,4,1.0,1,0,12.989332995327183,77.54485341131877,0.0,Vijayanagara,0,0.0,14
8960145b133ffff,5.767637368000393e-05,54,1.0,2,0,12.983984764889447,77.54656882322074,0.0,Vijayanagara,0,0.0,26
8960145b13bffff,0.0005261143349742,6,1.0,0,0,12.987188435114726,77.54722371502312,0.0,Vijayanagara,0,0.0,17
8960145b143ffff,2.5076387040701733e-05,144,1.0,4,0,12.993569455651906,77.5569550108656,0.0,Rajajinagar,1,-208.09583333333336,128
8960145b147ffff,2.321235549053334e-06,1128,1.0680851063829788,1,0,12.992510341531736,77.55392942506437,0.0,Rajajinagar,0,0.0,1055
8960145b14bffff,2.8108832010853943e-05,112,1.023809523809524,1,0,12.996773274802708,77.55761010772231,0.0,Malleshwaram,0,0.0,48
8960145b14fffff,2.8633142844446096e-06,1062,1.3313974458488285,4,0,12.995714115056856,77.55458446587357,0.0,Rajajinagar,1,-208.09583333333336,246
8960145b153ffff,4.1974642470135545e-05,84,1.0,4,0,12.99142471030218,77.55932558615133,0.0,Rajajinagar,0,0.0,114
8960145b157ffff,1.2507966784599072e-05,228,1.0,5,0,12.99036564246649,77.55629993246922,0.0,Rajajinagar,1,-208.09583333333336,157
8960145b16bffff,4.428140831731938e-07,8184,1.0660624944012222,4,0,12.99679948181388,77.54918850116988,0.0,Vijayanagara,1,-208.09583333333336,1890
8960145b16fffff,3.122108766338666e-06,1107,1.5195121951219512,1,0,12.995740274474858,77.54616317511315,0.0,Vijayanagara,1,-208.09583333333336,87
8960145b173ffff,2.127590956448835e-06,1364,1.4687019969278037,1,0,12.991451226763347,77.55090396319997,0.0,Rajajinagar,1,-208.09583333333336,220
8960145b17bffff,7.353903373632021e-06,400,1.02,4,0,12.994654954651589,77.55155894796208,0.0,Rajajinagar,0,0.0,283
8960145b183ffff,8.856251920600787e-05,42,2.7142857142857144,1,0,12.978609335035548,77.55670523298143,0.0,Magadi Road,0,0.0,12
8960145b187ffff,8.34688811931191e-06,418,1.0,6,0,12.97755044980431,77.5536798034745,0.0,Magadi Road,1,-208.09583333333336,59
8960145b18bffff,7.996852624801397e-07,4578,1.2890203832864384,5,0,12.98181316981345,77.55736029358474,0.0,Magadi Road,1,-208.09583333333336,444
8960145b18fffff,8.537080325554749e-07,3990,1.396328320802005,5,0,12.980754238915388,77.55433480803576,0.0,Magadi Road,1,-208.09583333333336,295
8960145b193ffff,8.349827879428586e-07,4914,1.0930117747564794,4,0,12.976464345269372,77.55907568821858,0.0,Magadi Road,1,-208.09583333333336,1096
8960145b197ffff,4.776820454044998e-06,752,1.148936170212766,5,0,12.975405506318967,77.55605019083654,0.0,Magadi Road,1,-208.09583333333336,105
8960145b19bffff,1.8005358282665002e-05,210,1.4761904761904765,1,0,12.97966821965201,77.55973078640474,0.0,Magadi Road,0,0.0,25
8960145b1a3ffff,5.7228420109510505e-06,430,1.0174418604651163,6,0,12.978636375286456,77.54828420872519,0.0,Magadi Road,1,-208.09583333333336,82
8960145b1a7ffff,1.3430729179334248e-06,2730,1.167295918367347,2,0,12.977577442578212,77.5452590949821,0.0,Vijayanagara,1,-208.09583333333336,506
8960145b1abffff,2.048975583838476e-06,1428,1.0856550312432665,3,0,12.981840079101731,77.54893911965907,0.0,Magadi Road,1,-208.09583333333336,402
8960145b1b3ffff,0.0005491308195643,5,1.0,5,0,12.976491563969546,77.55065449789325,0.0,Magadi Road,0,0.0,12
8960145b1b7ffff,1.2253386978399497e-06,3034,1.090892467501116,4,0,12.9754326775426,77.54762931624687,0.0,Vijayanagara,1,-208.09583333333336,1136
8960145b1bbffff,7.043080314526607e-05,36,1.0,5,0,12.979695307402611,77.55130944641283,0.0,Magadi Road,0,0.0,19
8960145b1c3ffff,2.744922950739161e-05,133,1.105263157894737,6,0,12.98607598654856,77.56104103815645,0.0,Rajajinagar,1,-208.09583333333336,121
8960145b1c7ffff,7.944603640286662e-06,396,1.1527777777777777,6,0,12.985017010631369,77.55801537264709,0.0,Rajajinagar,1,-208.09583333333336,57
8960145b1cfffff,1.63324713139097e-05,161,1.0,6,0,12.98822085746804,77.55867047016909,0.0,Rajajinagar,0,0.0,67
8960145b1d3ffff,4.175115492160615e-06,646,1.0170454545454546,0,0,12.983931029720235,77.56341163642378,0.0,Sheshadripuram,1,-208.09583333333336,139
8960145b1d7ffff,1.595249033449359e-06,1984,1.0282118055555556,2,0,12.982872100085505,77.56038590305049,0.0,Rajajinagar,1,-208.09583333333336,214
8960145b207ffff,0.0001145158459733,25,1.6,1,0,13.014885310392897,77.57536186877371,0.0,Sadashivanagar,0,0.0,10
8960145b213ffff,0.0024392446772025,1,1.0,3,0,13.013799823397836,77.58075964854463,0.0,Sadashivanagar,0,0.0,1
8960145b233ffff,0.0002890807539699,9,1.0,1,0,13.01382597194038,77.5723353831684,0.0,Sadashivanagar,0,0.0,5
8960145b237ffff,1.5566276089884183e-05,224,1.6875,5,0,13.012766632726953,77.56930902145554,0.0,Malleshwaram,0,0.0,34
8960145b243ffff,6.795252233938105e-05,48,1.0,6,0,13.023412325449542,77.58272639319945,0.0,Kodigehalli,0,0.0,13
8960145b24bffff,0.0031844383709208,1,1.0,6,0,13.026616504314664,77.5833820116957,0.0,Kodigehalli,0,0.0,1
8960145b24fffff,3.5928984791070044e-06,902,1.0975609756097562,6,0,13.025557030965164,77.58035511016185,0.0,Kodigehalli,1,-208.09583333333336,131
8960145b253ffff,6.320390538361892e-06,532,1.7901785714285714,3,0,13.02126753391278,77.58509770645924,0.0,R.T. Nagar,1,-208.09583333333336,63
8960145b25bffff,1.0237959510602453e-06,2944,1.016304347826087,1,0,13.024471752507864,77.58575336254033,0.0,R.T. Nagar,1,-208.09583333333336,406
8960145b26bffff,3.621265196498864e-06,754,1.0784072249589491,2,0,13.026642129988996,77.57495714752065,0.0,Sadashivanagar,1,-208.09583333333336,258
8960145b27bffff,0.0036545542795456,1,4.0,5,0,13.024497556798378,77.57732833250299,0.0,Sadashivanagar,0,0.0,1
8960145b283ffff,4.7953448906638377e-05,63,1.4814814814814816,2,0,13.008450717284164,77.58247526686165,0.0,Sadashivanagar,0,0.0,15
8960145b287ffff,2.860685173681722e-06,1176,1.7825396825396824,4,0,13.007391517695904,77.57944857779691,0.0,Sadashivanagar,1,-208.09583333333336,166
8960145b28bffff,1.940650994167061e-05,154,1.5,6,0,13.011654912735974,77.58313084905326,0.0,Sadashivanagar,0,0.0,55
8960145b28fffff,2.105621679120813e-05,143,2.0,2,0,13.01059566763275,77.58010410393561,0.0,Sadashivanagar,0,0.0,17
8960145b293ffff,0.0003327444715602,12,1.75,4,0,13.006305680972789,77.58484646000767,0.0,Sadashivanagar,0,0.0,7
8960145b297ffff,1.6498226725215483e-05,192,2.002232142857143,4,0,13.005246527671352,77.5818197031409,0.0,Sadashivanagar,1,-208.09583333333336,55
8960145b2a7ffff,4.709215898031158e-07,6720,1.016931216931217,3,0,13.007417927733565,77.57102461180281,0.0,Malleshwaram,1,-208.09583333333336,2498
8960145b2afffff,2.9201450716733352e-05,90,1.0,5,0,13.010621946917782,77.5716799882519,0.0,Malleshwaram,0,0.0,19
8960145b2b3ffff,0.0025993659641709,1,4.0,5,0,13.006332317346407,77.57642201259563,0.0,Sadashivanagar,0,0.0,1
8960145b2b7ffff,0.0008654455742595,4,1.0,3,0,13.005273116246991,77.57339557126706,0.0,Sadashivanagar,0,0.0,7
8960145b2bbffff,0.0013662767320823,2,1.0,4,0,13.009536421757051,77.57707748268182,0.0,Sadashivanagar,0,0.0,2
8960145b2c7ffff,0.0001067211246574,25,1.2,3,0,13.014859114005546,77.58378644971633,0.0,Sadashivanagar,0,0.0,5
8960145b2cfffff,4.496252304147865e-05,63,1.3333333333333333,1,0,13.018063321071576,77.58444206885146,0.0,R.T. Nagar,1,-208.09583333333336,32
8960145b2d3ffff,0.0003963365537082,4,1.5,5,0,13.013773400579682,77.58918471084283,0.0,R.T. Nagar,0,0.0,2
8960145b2dbffff,0.0001650688353911,16,1.0,2,0,13.016977692824566,77.58984042361516,0.0,R.T. Nagar,0,0.0,57
8960145b303ffff,2.769587582613273e-06,1216,1.0,5,0,13.008529268490514,77.55720481371395,0.0,Malleshwaram,1,-208.09583333333336,550
8960145b307ffff,5.22619736582798e-07,6028,1.004921107666268,5,0,13.007469925642374,77.55417907160238,0.0,Malleshwaram,1,-208.09583333333336,2522
8960145b30bffff,0.002565536046056,1,1.0,3,0,13.011733071575833,77.55785994682797,0.0,Malleshwaram,0,0.0,1
8960145b30fffff,4.810027754386688e-07,6936,1.0400536237293532,6,0,13.010673683143166,77.55483414866346,0.0,Malleshwaram,1,-208.09583333333336,2590
8960145b313ffff,0.0001308821717253,18,1.0,1,0,13.006384767834748,77.55957550906031,0.0,Malleshwaram,0,0.0,14
8960145b317ffff,0.000546977526843,6,1.0,2,0,13.00532547127468,77.55654969906209,0.0,Malleshwaram,0,0.0,8
8960145b31bffff,0.004264307560078,1,1.0,2,0,13.009588610634358,77.56023067976432,0.0,Malleshwaram,0,0.0,1
8960145b323ffff,9.020464057527512e-07,4060,1.151773370307853,1,0,13.008554904176677,77.54878292418903,0.0,Rajajinagar,1,-208.09583333333336,962
8960145b327ffff,8.484129564637782e-05,40,1.4285714285714286,5,0,13.00749551366548,77.54575749789763,0.0,Rajajinagar,0,0.0,19
8960145b32bffff,7.161197440326286e-07,3813,1.0572787427626138,0,0,13.011758576354396,77.54943790760471,0.0,Malleshwaram,1,-208.09583333333336,611
8960145b32fffff,0.0001435066575325,18,1.5,0,0,13.010699140235507,77.54641242526039,0.0,Rajajinagar,0,0.0,11
8960145b333ffff,0.0006488141374792,4,1.0,0,0,13.0064105821013,77.55115345343884,0.0,Malleshwaram,0,0.0,4
8960145b337ffff,5.089001264850877e-06,656,1.1097560975609757,5,0,13.005351237878584,77.54812795923264,0.0,Rajajinagar,1,-208.09583333333336,196
8960145b33bffff,4.439173762166911e-06,651,1.0,5,0,13.009614294006338,77.5518084744474,0.0,Malleshwaram,1,-208.09583333333336,48
8960145b343ffff,0.000570553324908,4,1.0,0,0,13.015996313789362,77.56154107656299,0.0,Yeshwanthpura,0,0.0,3
8960145b347ffff,0.0006608259100296,4,1.0,2,0,13.014936880509351,77.55851509840478,0.0,Malleshwaram,0,0.0,2
8960145b34bffff,0.0005825964238219,4,1.0,3,0,13.019200174102178,77.56219630265886,0.0,Yeshwanthpura,0,0.0,9
8960145b34fffff,2.2762776091581352e-06,1311,1.312816131237184,2,0,13.018140695269809,77.55917026844502,0.0,Yeshwanthpura,1,-208.09583333333336,216
8960145b363ffff,8.999545128473851e-05,36,1.0,4,0,13.01602173540264,77.55311857184648,0.0,Malleshwaram,0,0.0,11
8960145b367ffff,1.6973055019351093e-05,138,1.2608695652173914,4,0,13.014962254390468,77.5500929094803,0.0,Rajajinagar,0,0.0,78
8960145b36bffff,6.39767882228632e-06,476,1.809523809523809,0,0,13.01922546485132,77.55377364823822,0.0,Yeshwanthpura,1,-208.09583333333336,65
8960145b36fffff,0.002672444846243,1,1.0,5,0,13.01816593826363,77.5507479298164,0.0,Rajajinagar,0,0.0,1
8960145b373ffff,4.061740550197405e-07,8192,1.4287428627407075,4,0,13.013877446502654,77.55548924418619,0.0,Malleshwaram,1,-208.09583333333336,877
8960145b377ffff,3.861364643681368e-07,7592,1.0741725647227325,6,0,13.012818011780556,77.55246351391641,0.0,Malleshwaram,1,-208.09583333333336,2161
8960145b37bffff,1.376078622343372e-05,250,2.64,3,0,13.017081215699516,77.55614435817114,0.0,Yeshwanthpura,0,0.0,37
8960145b387ffff,0.0025647110807329,1,1.0,0,0,12.999977099897633,77.55826522303991,0.0,Malleshwaram,0,0.0,1
8960145b38bffff,0.0002986435036502,9,1.0,4,0,13.00424018118803,77.56194623469501,0.0,Malleshwaram,0,0.0,21
8960145b38fffff,0.0008318301652212,4,2.5,4,0,13.003180930915402,77.55892035681904,0.0,Malleshwaram,0,0.0,5
8960145b393ffff,0.0002258552212794,12,1.0,2,0,12.998891592270846,77.56366176319445,0.0,Malleshwaram,0,0.0,9
8960145b397ffff,1.5800285398735895e-05,207,1.2608695652173914,1,0,12.997832433877818,77.56063587349901,0.0,Malleshwaram,1,-208.09583333333336,69
8960145b39bffff,0.0006098920063949,6,1.0,5,0,13.00209550856254,77.56431699061054,0.0,Malleshwaram,0,0.0,10
8960145b3a3ffff,1.386922400534689e-05,266,1.0,6,0,13.001062428301958,77.55286897286263,0.0,Malleshwaram,1,-208.09583333333336,89
8960145b3a7ffff,3.7505909531346193e-07,9240,1.0264812343247345,4,0,13.000003175983794,77.54984346680071,0.0,Rajajinagar,1,-208.09583333333336,4285
8960145b3abffff,2.616989020652834e-06,1350,1.4089506172839503,5,0,13.004266174021565,77.5535240130023,0.0,Malleshwaram,1,-208.09583333333336,308
8960145b3afffff,1.429950128215894e-06,2112,1.0,3,0,13.0032068760867,77.55049845089017,0.0,Malleshwaram,1,-208.09583333333336,751
8960145b3b3ffff,1.6155626690376432e-05,209,1.0,6,0,12.99891789453657,77.55523952514251,0.0,Malleshwaram,1,-208.09583333333336,65
8960145b3b7ffff,7.357867392735429e-07,5490,1.2142478302796529,6,0,12.997858688504897,77.55221395118276,0.0,Malleshwaram,1,-208.09583333333336,1429
8960145b3c3ffff,0.0029536546888278,1,1.0,6,0,13.008503358830348,77.56562750083489,0.0,Malleshwaram,0,0.0,1
8960145b3c7ffff,0.0001156143350887,28,1.8571428571428568,1,0,13.007444063690391,77.56260144298766,0.0,Malleshwaram,0,0.0,20
8960145b3cfffff,0.0002095669730586,18,1.75,3,0,13.010647952062593,77.5632566697442,0.0,Malleshwaram,0,0.0,8
8960145b3d3ffff,2.4127052658721154e-06,1400,1.003826530612245,5,0,13.006358679608423,77.56799836219616,0.0,Malleshwaram,1,-208.09583333333336,753
8960145b3d7ffff,0.0001627969106538,21,1.9047619047619049,2,0,13.005299430756128,77.56497223649048,0.0,Malleshwaram,0,0.0,39
8960145b3dbffff,2.32333060470421e-06,1344,1.09375,1,0,13.00956265324326,77.56865368259274,0.0,Malleshwaram,1,-208.09583333333336,121
8960145b403ffff,3.646089854650978e-06,1120,1.956316287878788,0,0,12.9784984385692,77.59039730205839,0.0,Cubbon Park,1,-208.09583333333336,243
8960145b407ffff,2.0341126233083004e-06,1496,1.2511363636363635,2,0,12.977439743696133,77.58737061034168,0.0,Cubbon Park,1,-208.09583333333336,129
8960145b40bffff,5.931214292111444e-05,49,1.0,1,0,12.98170279660378,77.5910529613103,0.0,Cubbon Park,0,0.0,8
8960145b40fffff,2.4277153998540897e-06,1254,1.2664473684210529,3,0,12.980644056156596,77.5880262135516,0.0,Cubbon Park,1,-208.09583333333336,152
8960145b413ffff,4.84327857543852e-05,72,1.3333333333333333,5,0,12.976352735149405,77.5927684207555,0.0,Cubbon Park,1,-208.09583333333336,13
8960145b417ffff,7.196412259822507e-06,450,1.36,0,0,12.975294086555424,77.58974166127645,0.0,Cubbon Park,1,-208.09583333333336,167
8960145b41bffff,1.7463162192271789e-06,1880,1.2695035460992907,0,0,12.979557132736556,77.59342411757864,0.0,Cubbon Park,1,-208.09583333333336,213
8960145b423ffff,3.956275910711047e-07,7590,1.0055335968379446,1,0,12.978526573156593,77.5819730894831,0.0,Upparpet,1,-208.09583333333336,888
8960145b427ffff,2.283295709665544e-07,12986,1.035236265689649,4,0,12.97746783062643,77.57894671319185,0.0,Upparpet,1,-208.09583333333336,7361
8960145b42bffff,0.001933668069205,1,1.0,1,0,12.981730800466131,77.58262859907728,0.0,High ground,0,0.0,1
8960145b42fffff,7.018879924671684e-07,3915,1.125,6,0,12.98067201233866,77.57960216674402,0.0,Upparpet,1,-208.09583333333336,395
8960145b433ffff,1.4066741352310809e-06,2135,1.140710382513661,3,0,12.976381048128616,77.58434404243778,0.0,Upparpet,1,-208.09583333333336,180
8960145b437ffff,5.722120306961806e-07,4738,1.1282443651836018,6,0,12.975322351878011,77.581317598356,0.0,Upparpet,1,-208.09583333333336,737
8960145b43bffff,0.0001624745920653,16,1.0,2,0,12.97958531500377,77.5849995896061,0.0,High ground,0,0.0,5
8960145b443ffff,2.477696038367073e-06,1189,1.1097560975609757,1,0,12.985965945920508,77.5947355666389,0.0,Cubbon Park,1,-208.09583333333336,109
8960145b447ffff,0.0001940206210221,16,1.75,3,0,12.984907160637876,77.59170863903279,0.0,Cubbon Park,0,0.0,5
8960145b44bffff,6.408055721743065e-05,56,1.0,2,0,12.98917036147476,77.59539131887726,0.0,High ground,0,0.0,14
8960145b44fffff,1.1936479902541316e-06,2590,1.0357142857142858,3,0,12.988111530650189,77.59236433522646,0.0,High ground,1,-208.09583333333336,254
8960145b453ffff,9.609869604823792e-06,306,1.2777777777777777,4,0,12.983820275335953,77.5971068282301,0.0,Shivajinagar,1,-208.09583333333336,26
8960145b457ffff,9.629546708779986e-06,368,1.3695652173913044,2,0,12.98276153633402,77.5940798328729,0.0,Cubbon Park,1,-208.09583333333336,38
8960145b45bffff,5.932512311517091e-06,551,1.0870689655172414,3,0,12.987024730463643,77.59776261804,0.0,Shivajinagar,1,-208.09583333333336,129
8960145b467ffff,3.693304965540295e-05,90,1.3,6,0,12.984935033785296,77.58328412713915,0.0,High ground,1,-208.09583333333336,28
8960145b46bffff,0.0008688393831031,4,1.0,0,0,12.989198151666788,77.586966341923,0.0,High ground,0,0.0,2
8960145b46fffff,0.0001342560561115,21,1.2428571428571429,2,0,12.988139273092816,77.58393967366933,0.0,High ground,0,0.0,21
8960145b473ffff,6.0765861311612e-06,500,1.04,1,0,12.983848374627044,77.58868183523094,0.0,High ground,1,-208.09583333333336,43
8960145b477ffff,0.0001079050774926,24,1.0,4,0,12.982789587899358,77.58565515524269,0.0,High ground,0,0.0,9
8960145b47bffff,9.997795951803456e-06,324,1.0,1,0,12.987052699086208,77.5893374753803,0.0,High ground,1,-208.09583333333336,47
8960145b483ffff,2.878068300517884e-06,1102,1.236842105263158,5,0,12.971002514823695,77.59448385371343,0.0,Cubbon Park,1,-208.09583333333336,181
8960145b487ffff,6.243102995597226e-06,442,1.0384615384615383,6,0,12.969943958091246,77.59145708252018,0.0,Halasuru Gate,1,-208.09583333333336,76
8960145b48bffff,0.0002388953173563,12,1.5,2,0,12.974206945909412,77.59513956963535,0.0,Cubbon Park,0,0.0,15
8960145b493ffff,0.0004389136961114,6,1.0,1,0,12.968856600257103,77.59685499520053,0.0,Cubbon Park,0,0.0,4
8960145b497ffff,6.183097247407322e-06,510,1.2515756302521008,2,0,12.967798089801708,77.59382815626195,0.0,Halasuru Gate,1,-208.09583333333336,109
8960145b49bffff,4.217350455447977e-07,7524,1.108325579835877,5,0,12.972061070861429,77.59751074869045,0.0,Cubbon Park,1,-208.09583333333336,876
8960145b4a3ffff,2.1298429123315222e-05,136,1.0588235294117647,4,0,12.971031136890277,77.58605945932764,0.0,Halasuru Gate,1,-208.09583333333336,33
8960145b4a7ffff,1.634478740890441e-05,168,1.1666666666666663,2,0,12.969972532524864,77.58303300350345,0.0,Halasuru Gate,0,0.0,50
8960145b4abffff,0.0009745663656325,4,1.0,6,0,12.974235437266923,77.58671502560055,0.0,Halasuru Gate,0,0.0,4
8960145b4afffff,1.0486585884586754e-05,310,1.0,2,0,12.973176787295207,77.5836885137371,0.0,Halasuru Gate,1,-208.09583333333336,121
8960145b4b3ffff,1.0480436412897005e-06,3081,1.1429393391418707,3,0,12.968885400675417,77.58843043512006,0.0,Halasuru Gate,1,-208.09583333333336,441
8960145b4b7ffff,4.942992403486844e-06,546,1.126923076923077,1,0,12.967826842587494,77.58540391152232,0.0,Halasuru Gate,1,-208.09583333333336,151
8960145b4c3ffff,2.904306197296103e-05,120,1.7833333333333332,6,0,12.978470030208513,77.59882231108581,0.0,Cubbon Park,0,0.0,17
8960145b4c7ffff,0.0015823651256623,1,1.0,2,0,12.97741138303755,77.59579530402839,0.0,Cubbon Park,0,0.0,1
8960145b4cbffff,8.309780453289122e-07,4687,1.0618328866114377,3,0,12.98167451890872,77.59947811999245,0.0,Shivajinagar,1,-208.09583333333336,2005
8960145b4cfffff,3.09670868366178e-06,1188,1.1209150326797386,5,0,12.98061582618682,77.59645105689309,0.0,Cubbon Park,1,-208.09583333333336,161
8960145b4d3ffff,1.0405022072779535e-05,270,1.0138888888888888,5,0,12.976324148411337,77.60119359544352,0.0,Cubbon Park,1,-208.09583333333336,37
8960145b4d7ffff,6.6862679394445565e-06,440,1.1714285714285713,5,0,12.975265547518998,77.59816652065201,0.0,Cubbon Park,1,-208.09583333333336,94
8960145b4dbffff,8.321811285029744e-07,4050,1.1316063591298031,6,0,12.979528676651016,77.60184944191849,0.0,Shivajinagar,1,-208.09583333333336,496
8960145b503ffff,2.7053961135679027e-05,112,1.9428571428571428,5,0,12.971087560270856,77.56921306043569,0.0,Chamarajpet,1,-208.09583333333336,23
8960145b507ffff,7.933575875749333e-05,36,1.6666666666666667,3,0,12.970028860774471,77.5661872356037,0.0,Magadi Road,0,0.0,36
8960145b50bffff,2.0759436386360265e-06,1606,1.2445205479452055,5,0,12.97429159905109,77.56986832740166,0.0,Chamarajpet,1,-208.09583333333336,208
8960145b50fffff,2.0541877194010143e-05,170,1.7092760180995474,5,0,12.973232853902063,77.56684244653037,0.0,Magadi Road,1,-208.09583333333336,69
8960145b513ffff,2.666052660507568e-05,140,1.9166666666666667,6,0,12.968942180802706,77.57158370459346,0.0,Chamarajpet,0,0.0,48
8960145b517ffff,5.40503907725094e-06,585,1.5266666666666668,4,0,12.967883527584744,77.5685578119315,0.0,Chamarajpet,1,-208.09583333333336,93
8960145b51bffff,0.0002465503235578,15,1.6,0,0,12.972146259140729,77.57223900913618,0.0,Upparpet,0,0.0,17
8960145b527ffff,0.0027716680463953,1,1.0,4,0,12.970056614741695,77.55776554722262,0.0,Magadi Road,0,0.0,2
8960145b52bffff,9.816836406673305e-07,3638,1.212068111016709,4,0,12.974319269628984,77.56144617373971,0.0,Magadi Road,1,-208.09583333333336,590
8960145b52fffff,0.0039301502159421,1,1.0,3,0,12.97326047695884,77.55842060849142,0.0,Magadi Road,0,0.0,1
8960145b537ffff,0.000129926216832,36,2.333333333333333,3,0,12.967911459947349,77.56013595758239,0.0,Magadi Road,0,0.0,17
8960145b543ffff,3.473992692964588e-07,8642,1.108400633513598,4,0,12.978554434046352,77.57354967361115,0.0,Upparpet,1,-208.09583333333336,2912
8960145b547ffff,7.839825041506144e-07,4240,1.421635330691779,4,0,12.97749564390411,77.5705236128301,0.0,Chamarajpet,1,-208.09583333333336,1349
8960145b54bffff,4.269305873916575e-07,7564,1.162169443459766,4,0,12.981758530571383,77.57420503354466,0.0,Upparpet,1,-208.09583333333336,911
8960145b54fffff,2.1716825640326334e-06,1302,1.098639455782313,0,0,12.98069969480867,77.57117891672155,0.0,Sheshadripuram,1,-208.09583333333336,120
8960145b553ffff,3.28467465441394e-07,10792,1.0491664897492223,3,0,12.976409087424583,77.5759204607417,0.0,Upparpet,1,-208.09583333333336,12106
8960145b557ffff,1.3231110321435044e-06,2124,1.2450564971751412,5,0,12.975350343562363,77.57289433214187,0.0,Upparpet,1,-208.09583333333336,197
8960145b55bffff,3.1706909908481657e-07,9408,1.0681038162915846,3,0,12.979613223528302,77.57657585825223,0.0,Upparpet,1,-208.09583333333336,2209
8960145b563ffff,1.935013450680424e-05,198,1.0642701525054463,2,0,12.978582021314107,77.56512705469365,0.0,Magadi Road,1,-208.09583333333336,77
8960145b567ffff,0.0002213169323664,15,1.0,4,0,12.977523183604855,77.56210130950738,0.0,Magadi Road,0,0.0,13
8960145b56bffff,6.724097226957201e-05,36,1.0,0,0,12.981785986995243,77.56578226496352,0.0,Magadi Road,0,0.0,6
8960145b56fffff,4.42491939508724e-06,682,1.2419354838709675,5,0,12.980727103642336,77.5627564637352,0.0,Magadi Road,1,-208.09583333333336,109
8960145b577ffff,1.2707158143514606e-05,286,1.5625,4,0,12.975378061684143,77.5644718628851,0.0,Magadi Road,1,-208.09583333333336,37
8960145b583ffff,1.032425105427006e-06,2788,1.7148610730574008,5,0,12.963592603741285,77.57329905534101,0.0,City Market,1,-208.09583333333336,547
8960145b587ffff,1.4362618660741038e-05,196,1.821428571428572,2,0,12.962534042462677,77.57027315089455,0.0,Chamarajpet,0,0.0,26
8960145b58bffff,3.778629177249011e-07,7729,1.4681465222200605,4,0,12.966796715509812,77.57395437899618,0.0,Chamarajpet,1,-208.09583333333336,1444
8960145b58fffff,8.53985636499368e-06,345,1.2608695652173914,4,0,12.9657381085696,77.57092841851312,0.0,Chamarajpet,1,-208.09583333333336,45
8960145b593ffff,3.0872661412753094e-06,1056,1.0673076923076923,3,0,12.961447013112007,77.57566972240768,0.0,City Market,1,-208.09583333333336,127
8960145b597ffff,7.529973909649313e-06,374,1.2045454545454546,1,0,12.960388498109769,77.57264375014819,0.0,V.V.Puram (C.Pet),0,0.0,63
8960145b59bffff,3.241683925313362e-07,11096,1.117235029489014,3,0,12.96465116440439,77.57632508363632,0.0,City Market,1,-208.09583333333336,8578
8960145b5a3ffff,4.6407323718275206e-05,44,1.0,4,0,12.96362089285422,77.56487686913171,0.0,Chamarajpet,0,0.0,14
8960145b5a7ffff,1.4941512833201062e-05,132,1.0,5,0,12.962562284101672,77.56185128025189,0.0,Chamarajpet,1,-208.09583333333336,34
8960145b5abffff,0.0009845798355181,4,1.0,4,0,12.966824873751444,77.56553204313768,0.0,Chamarajpet,0,0.0,6
8960145b5afffff,0.0005441137836826,4,1.0,0,0,12.965766219314135,77.56250639822126,0.0,Chamarajpet,0,0.0,2
8960145b5b3ffff,6.368373531282125e-05,45,2.0444444444444443,4,0,12.961475480579857,77.56724737030616,0.0,Chamarajpet,0,0.0,18
8960145b5b7ffff,2.520752212093413e-05,130,2.782051282051282,0,0,12.960416918104134,77.56422171358516,0.0,Chamarajpet,0,0.0,42
